id,Marca,Modelo,Ano,Valor,Codigo Fipe
SUZUKI - GSX-S 1000 - 2018,SUZUKI,GSX-S 1000,2018,R$ 53.739,00, 825071-5
SUZUKI - BANDIT N-1200 - 2005,SUZUKI,BANDIT N-1200,2005,R$ 19.975,00, 825003-0
HARLEY-DAVIDSON - XR 1200X SPORTSTER - 2013,HARLEY-DAVIDSON,XR 1200X SPORTSTER,2013,R$ 39.588,00, 810054-3
BRP - can-am Outlander XT-P1000 4X4 Quadr. - 2016,BRP,can-am Outlander XT-P1000 4X4 Quadr.,2016,R$ 51.558,00, 864021-1
SUZUKI - BOULEVARD M1500 - 2010,SUZUKI,BOULEVARD M1500,2010,R$ 33.011,00, 825054-5
KAWASAKI - VULCAN NOMAD 1500cc - 1998,KAWASAKI,VULCAN NOMAD 1500cc,1998,R$ 27.039,00, 817020-7
HARLEY-DAVIDSON - SOFTAIL ROCKER/ ROCKER C 1584cc - 2009,HARLEY-DAVIDSON,SOFTAIL ROCKER/ ROCKER C 1584cc,2009,R$ 59.556,00, 810048-9
SUZUKI - BANDIT N-1200 - 2002,SUZUKI,BANDIT N-1200,2002,R$ 17.732,00, 825003-0
HARLEY-DAVIDSON - XL 1200 CUSTOM - 1998,HARLEY-DAVIDSON,XL 1200 CUSTOM,1998,R$ 25.834,00, 810024-1
SUZUKI - GSR 150i - 2011,SUZUKI,GSR 150i,2011,R$ 5.334,00, 825057-0
SUZUKI - GSX-S 1000 - 32000,SUZUKI,GSX-S 1000,32000,R$ 74.000,00, 825071-5
HARLEY-DAVIDSON - XL 883 CUSTOM - 2006,HARLEY-DAVIDSON,XL 883 CUSTOM,2006,R$ 33.758,00, 810028-4
TRAXX - JH 50 - 2000,TRAXX,JH 50,2000,R$ 988,00, 814004-9
HARLEY-DAVIDSON - V-ROD 1130cc VRSCA/ 1250 VRSCAW - 2005,HARLEY-DAVIDSON,V-ROD 1130cc VRSCA/ 1250 VRSCAW,2005,R$ 41.287,00, 810034-9
KAWASAKI - VULCAN VN 1600 MEAN STREAK - 2006,KAWASAKI,VULCAN VN 1600 MEAN STREAK,2006,R$ 39.507,00, 817039-8
TRAXX - JH 50 - 1997,TRAXX,JH 50,1997,R$ 766,00, 814004-9
SUZUKI - BANDIT N-1200 - 2008,SUZUKI,BANDIT N-1200,2008,R$ 23.812,00, 825003-0
TRAXX - JH 50 - 1998,TRAXX,JH 50,1998,R$ 813,00, 814004-9
SUZUKI - BOULEVARD M1500 - 2013,SUZUKI,BOULEVARD M1500,2013,R$ 38.753,00, 825054-5
SUZUKI - GSX-S 1000 - 2016,SUZUKI,GSX-S 1000,2016,R$ 50.265,00, 825071-5
PIAGGIO - VESPA PRIMAVERA 150 IGET ABS - 2016,PIAGGIO,VESPA PRIMAVERA 150 IGET ABS,2016,R$ 23.357,00, 822028-0
SHINERAY - SUPER SMART 50 - 2017,SHINERAY,SUPER SMART 50,2017,R$ 3.596,00, 850025-8
SUZUKI - BANDIT N-1200 - 2006,SUZUKI,BANDIT N-1200,2006,R$ 20.750,00, 825003-0
BRP - can-am Outlander MAX DPS 570 4x4 Quadri. - 2017,BRP,can-am Outlander MAX DPS 570 4x4 Quadri.,2017,R$ 48.923,00, 864035-1
SHINERAY - SUPER SMART 50 - 2020,SHINERAY,SUPER SMART 50,2020,R$ 5.698,00, 850025-8
PIAGGIO - VESPA PX 150 ORIGINALE - 1998,PIAGGIO,VESPA PX 150 ORIGINALE,1998,R$ 1.811,00, 822002-6
SUZUKI - GSR 150i - 2016,SUZUKI,GSR 150i,2016,R$ 7.800,00, 825057-0
SHINERAY - XY 150-GY/EXPLORER - 2018,SHINERAY,XY 150-GY/EXPLORER,2018,R$ 6.263,00, 850009-6
SUZUKI - GSX-S 1000 - 2022,SUZUKI,GSX-S 1000,2022,R$ 68.572,00, 825071-5
KAWASAKI - Z 900 RS CAFÉ - 32000,KAWASAKI,Z 900 RS CAFÉ,32000,R$ 57.823,00, 817079-7
BRP - can-am Outlander XT-P1000 4X4 Quadr. - 2019,BRP,can-am Outlander XT-P1000 4X4 Quadr.,2019,R$ 67.043,00, 864021-1
KTM - SUPERMOTO 990 T - 2012,KTM,SUPERMOTO 990 T,2012,R$ 47.850,00, 818030-0
KAWASAKI - VULCAN NOMAD 1500cc - 2001,KAWASAKI,VULCAN NOMAD 1500cc,2001,R$ 33.887,00, 817020-7
SHINERAY - XY 150-GY/EXPLORER - 2016,SHINERAY,XY 150-GY/EXPLORER,2016,R$ 5.015,00, 850009-6
KAWASAKI - VULCAN NOMAD 1500cc - 1999,KAWASAKI,VULCAN NOMAD 1500cc,1999,R$ 31.914,00, 817020-7
SHINERAY - SUPER SMART 50 - 2021,SHINERAY,SUPER SMART 50,2021,R$ 5.918,00, 850025-8
SUZUKI - BOULEVARD M1500 - 2011,SUZUKI,BOULEVARD M1500,2011,R$ 36.670,00, 825054-5
SUZUKI - GSR 150i - 2012,SUZUKI,GSR 150i,2012,R$ 6.432,00, 825057-0
SUZUKI - BANDIT N-1200 - 1998,SUZUKI,BANDIT N-1200,1998,R$ 14.004,00, 825003-0
PIAGGIO - VESPA PX 150 ORIGINALE - 1999,PIAGGIO,VESPA PX 150 ORIGINALE,1999,R$ 1.863,00, 822002-6
PIAGGIO - Liberty S 150 IGET - 2016,PIAGGIO,Liberty S 150 IGET,2016,R$ 17.339,00, 822036-0
SUZUKI - GSX-S 1000 - 2020,SUZUKI,GSX-S 1000,2020,R$ 60.315,00, 825071-5
SUZUKI - BANDIT N-1200 - 2007,SUZUKI,BANDIT N-1200,2007,R$ 22.682,00, 825003-0
SUZUKI - DL 1050 XT V-STROM  - 2022,SUZUKI,DL 1050 XT V-STROM ,2022,R$ 83.259,00, 825079-0
SHINERAY - XY 150-GY/EXPLORER - 2009,SHINERAY,XY 150-GY/EXPLORER,2009,R$ 2.691,00, 850009-6
SHINERAY - SUPER SMART 50 - 2019,SHINERAY,SUPER SMART 50,2019,R$ 4.797,00, 850025-8
SHINERAY - XY 150-GY/EXPLORER - 2010,SHINERAY,XY 150-GY/EXPLORER,2010,R$ 2.790,00, 850009-6
SUZUKI - BANDIT N-1200 - 2004,SUZUKI,BANDIT N-1200,2004,R$ 18.744,00, 825003-0
KAWASAKI - Z 900 RS CAFÉ - 2020,KAWASAKI,Z 900 RS CAFÉ,2020,R$ 55.799,00, 817079-7
SUZUKI - GSX-S 1000 - 2021,SUZUKI,GSX-S 1000,2021,R$ 63.955,00, 825071-5
BRP - can-am Outlander XT-P1000 4X4 Quadr. - 2015,BRP,can-am Outlander XT-P1000 4X4 Quadr.,2015,R$ 47.016,00, 864021-1
BRP - can-am Outlander XT-P1000 4X4 Quadr. - 2018,BRP,can-am Outlander XT-P1000 4X4 Quadr.,2018,R$ 57.409,00, 864021-1
KAWASAKI - VULCAN NOMAD 1500cc - 2002,KAWASAKI,VULCAN NOMAD 1500cc,2002,R$ 34.837,00, 817020-7
SHINERAY - XY 50-Q - 2012,SHINERAY,XY 50-Q,2012,R$ 2.155,00, 850007-0
SUZUKI - GSR 150i - 2014,SUZUKI,GSR 150i,2014,R$ 7.291,00, 825057-0
BRP - can-am Outlander MAX DPS 570 4x4 Quadri. - 2016,BRP,can-am Outlander MAX DPS 570 4x4 Quadri.,2016,R$ 39.908,00, 864035-1
SHINERAY - XY 150-GY/EXPLORER - 2015,SHINERAY,XY 150-GY/EXPLORER,2015,R$ 4.705,00, 850009-6
PIAGGIO - VESPA GTS 300 SUPER ABS - 2016,PIAGGIO,VESPA GTS 300 SUPER ABS,2016,R$ 35.471,00, 822032-8
YAMAHA - XT 660Z TÉNÉRÉ - 2011,YAMAHA,XT 660Z TÉNÉRÉ,2011,R$ 27.011,00, 827083-0
SHINERAY - XY 200-5 SPEED/ XY 200-5 - 2010,SHINERAY,XY 200-5 SPEED/ XY 200-5,2010,R$ 3.462,00, 850004-5
PIAGGIO - ZIP 50 - 1998,PIAGGIO,ZIP 50,1998,R$ 1.755,00, 822013-1
HARLEY-DAVIDSON - XL 883 STD/ LOW - 2005,HARLEY-DAVIDSON,XL 883 STD/ LOW,2005,R$ 29.388,00, 810029-2
Royal Enfield - Continental GT 650cc ABS - 2022,Royal Enfield,Continental GT 650cc ABS,2022,R$ 28.685,00, 879017-5
SUZUKI - BANDIT N-1200 - 2000,SUZUKI,BANDIT N-1200,2000,R$ 15.269,00, 825003-0
PIAGGIO - ZIP 50 - 1999,PIAGGIO,ZIP 50,1999,R$ 1.823,00, 822013-1
YAMAHA - XT 660Z TÉNÉRÉ - 2012,YAMAHA,XT 660Z TÉNÉRÉ,2012,R$ 30.848,00, 827083-0
SHINERAY - XY 150-GY/EXPLORER - 2013,SHINERAY,XY 150-GY/EXPLORER,2013,R$ 3.932,00, 850009-6
Royal Enfield - Continental 535 EFI - 2017,Royal Enfield,Continental 535 EFI,2017,R$ 23.850,00, 879002-7
SHINERAY - XY 50-Q - 2009,SHINERAY,XY 50-Q,2009,R$ 1.630,00, 850007-0
KAWASAKI - Z 900 RS CAFÉ - 2019,KAWASAKI,Z 900 RS CAFÉ,2019,R$ 50.889,00, 817079-7
SHINERAY - XY 250-6B DISCOVER - 2018,SHINERAY,XY 250-6B DISCOVER,2018,R$ 8.534,00, 850018-5
KTM - SUPERMOTO 990 T - 2009,KTM,SUPERMOTO 990 T,2009,R$ 32.937,00, 818030-0
SHINERAY - XY 150-GY/EXPLORER - 2008,SHINERAY,XY 150-GY/EXPLORER,2008,R$ 2.442,00, 850009-6
SHINERAY - XY 50-Q - 2010,SHINERAY,XY 50-Q,2010,R$ 1.677,00, 850007-0
DUCATI - MULTISTRADA 620  618cc - 2005,DUCATI,MULTISTRADA 620  618cc,2005,R$ 17.545,00, 808018-6
SHINERAY - XY 50-Q - 2007,SHINERAY,XY 50-Q,2007,R$ 1.324,00, 850007-0
YAMAHA - XT 660Z TÉNÉRÉ - 2017,YAMAHA,XT 660Z TÉNÉRÉ,2017,R$ 39.377,00, 827083-0
SHINERAY - XY 250-6B DISCOVER - 2017,SHINERAY,XY 250-6B DISCOVER,2017,R$ 8.301,00, 850018-5
Royal Enfield - Continental GT 650cc ABS - 32000,Royal Enfield,Continental GT 650cc ABS,32000,R$ 31.250,00, 879017-5
DUCATI - MULTISTRADA 620  618cc - 2006,DUCATI,MULTISTRADA 620  618cc,2006,R$ 20.653,00, 808018-6
HONDA - CG 150 TITAN-ES MIX - 2010,HONDA,CG 150 TITAN-ES MIX,2010,R$ 8.649,00, 811092-1
SHINERAY - XY 150-GY/EXPLORER - 2011,SHINERAY,XY 150-GY/EXPLORER,2011,R$ 2.981,00, 850009-6
Royal Enfield - Continental GT 650cc ABS - 2020,Royal Enfield,Continental GT 650cc ABS,2020,R$ 26.842,00, 879017-5
YAMAHA - XMAX 250 ABS - 32000,YAMAHA,XMAX 250 ABS,32000,R$ 30.542,00, 827113-5
SHINERAY - SUPER SMART 50 - 2018,SHINERAY,SUPER SMART 50,2018,R$ 4.007,00, 850025-8
YAMAHA - YBR 150 FACTOR E/FLEX - 2018,YAMAHA,YBR 150 FACTOR E/FLEX,2018,R$ 11.572,00, 827098-8
YAMAHA - XT 660Z TÉNÉRÉ - 2016,YAMAHA,XT 660Z TÉNÉRÉ,2016,R$ 38.304,00, 827083-0
SUZUKI - BANDIT N-1200 - 2003,SUZUKI,BANDIT N-1200,2003,R$ 18.233,00, 825003-0
SHINERAY - XY 150-GY/EXPLORER - 2007,SHINERAY,XY 150-GY/EXPLORER,2007,R$ 2.357,00, 850009-6
YAMAHA - XV 1100 VIRAGO - 1996,YAMAHA,XV 1100 VIRAGO,1996,R$ 21.678,00, 827031-7
YAMAHA - XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS - 32000,YAMAHA,XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS,32000,R$ 21.590,00, 827115-1
SHINERAY - XY 200-5 SPEED/ XY 200-5 - 2007,SHINERAY,XY 200-5 SPEED/ XY 200-5,2007,R$ 2.835,00, 850004-5
YAMAHA - YZ 85 LW 85cc - 2022,YAMAHA,YZ 85 LW 85cc,2022,R$ 47.775,00, 827112-7
YAMAHA - XMAX 250 ABS - 2022,YAMAHA,XMAX 250 ABS,2022,R$ 29.471,00, 827113-5
YAMAHA - XT 660Z TÉNÉRÉ - 2014,YAMAHA,XT 660Z TÉNÉRÉ,2014,R$ 36.245,00, 827083-0
YAMAHA - XTZ 150  CROSSER ED /FLEX - 2014,YAMAHA,XTZ 150  CROSSER ED /FLEX,2014,R$ 9.833,00, 827093-7
YAMAHA - XTZ 150  CROSSER ED /FLEX - 2016,YAMAHA,XTZ 150  CROSSER ED /FLEX,2016,R$ 12.750,00, 827093-7
SHINERAY - XY 150-GY/EXPLORER - 2012,SHINERAY,XY 150-GY/EXPLORER,2012,R$ 3.303,00, 850009-6
YAMAHA - XTZ 150  CROSSER ED /FLEX - 2017,YAMAHA,XTZ 150  CROSSER ED /FLEX,2017,R$ 13.611,00, 827093-7
TRIUMPH - TIGER 1200 XR - 2019,TRIUMPH,TIGER 1200 XR,2019,R$ 69.913,00, 826066-4
RIGUETE - TRC-01 SUPER LUXO 1.6 - 2012,RIGUETE,TRC-01 SUPER LUXO 1.6,2012,R$ 27.306,00, 880004-9
SUZUKI - BANDIT 600S/ 650S - 2009,SUZUKI,BANDIT 600S/ 650S,2009,R$ 24.869,00, 825046-4
SHINERAY - XY 200-5 SPEED/ XY 200-5 - 2006,SHINERAY,XY 200-5 SPEED/ XY 200-5,2006,R$ 2.565,00, 850004-5
SHINERAY - XY 150-GY/EXPLORER - 2017,SHINERAY,XY 150-GY/EXPLORER,2017,R$ 5.342,00, 850009-6
SHINERAY - XY 250-6B DISCOVER - 2014,SHINERAY,XY 250-6B DISCOVER,2014,R$ 6.981,00, 850018-5
YAMAHA - XMAX 250 ABS - 2021,YAMAHA,XMAX 250 ABS,2021,R$ 28.662,00, 827113-5
YAMAHA - XV 1100 VIRAGO - 1999,YAMAHA,XV 1100 VIRAGO,1999,R$ 25.549,00, 827031-7
PIAGGIO - ZIP 50 - 2000,PIAGGIO,ZIP 50,2000,R$ 1.906,00, 822013-1
YAMAHA - XT 225 - 2000,YAMAHA,XT 225,2000,R$ 3.887,00, 827027-9
YAMAHA - XT 225 - 1996,YAMAHA,XT 225,1996,R$ 2.686,00, 827027-9
YAMAHA - XV 1100 VIRAGO - 1998,YAMAHA,XV 1100 VIRAGO,1998,R$ 24.875,00, 827031-7
YAMAHA - XV 1100 VIRAGO - 1997,YAMAHA,XV 1100 VIRAGO,1997,R$ 23.429,00, 827031-7
YAMAHA - FZR 600 - 1994,YAMAHA,FZR 600,1994,R$ 12.551,00, 827010-4
YAMAHA - YBR 150 FACTOR E/FLEX - 2017,YAMAHA,YBR 150 FACTOR E/FLEX,2017,R$ 10.518,00, 827098-8
YAMAHA - XT 660Z TÉNÉRÉ - 2013,YAMAHA,XT 660Z TÉNÉRÉ,2013,R$ 32.366,00, 827083-0
YAMAHA - XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS - 2021,YAMAHA,XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS,2021,R$ 20.313,00, 827115-1
YAMAHA - XT 225 - 1997,YAMAHA,XT 225,1997,R$ 3.236,00, 827027-9
SUZUKI - BANDIT 600S/ 650S - 2012,SUZUKI,BANDIT 600S/ 650S,2012,R$ 28.757,00, 825046-4
YAMAHA - XT 225 - 2001,YAMAHA,XT 225,2001,R$ 4.534,00, 827027-9
TRIUMPH - TIGER 1200 XR - 2020,TRIUMPH,TIGER 1200 XR,2020,R$ 72.353,00, 826066-4
SUZUKI - BANDIT 600S/ 650S - 2013,SUZUKI,BANDIT 600S/ 650S,2013,R$ 30.452,00, 825046-4
YAMAHA - XV 1100 VIRAGO - 1994,YAMAHA,XV 1100 VIRAGO,1994,R$ 20.555,00, 827031-7
YAMAHA - XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS - 2022,YAMAHA,XTZ 250 LANDER CAPITÃO AMÉRICA FLEX ABS,2022,R$ 20.834,00, 827115-1
YAMAHA - XT 225 - 2003,YAMAHA,XT 225,2003,R$ 5.287,00, 827027-9
YAMAHA - XTZ 150  CROSSER ED /FLEX - 2015,YAMAHA,XTZ 150  CROSSER ED /FLEX,2015,R$ 12.348,00, 827093-7
YAMAHA - XT 225 - 1999,YAMAHA,XT 225,1999,R$ 3.551,00, 827027-9
SHINERAY - XY 250-6B DISCOVER - 2016,SHINERAY,XY 250-6B DISCOVER,2016,R$ 8.073,00, 850018-5
SHINERAY - XY 250-6B DISCOVER - 2015,SHINERAY,XY 250-6B DISCOVER,2015,R$ 7.296,00, 850018-5
SHINERAY - XY 50-Q - 2008,SHINERAY,XY 50-Q,2008,R$ 1.584,00, 850007-0
YAMAHA - FZR 600 - 1995,YAMAHA,FZR 600,1995,R$ 13.148,00, 827010-4
Royal Enfield - Continental 535 EFI - 2016,Royal Enfield,Continental 535 EFI,2016,R$ 23.000,00, 879002-7
YAMAHA - XT 225 - 2005,YAMAHA,XT 225,2005,R$ 6.481,00, 827027-9
SHINERAY - XY 150-GY/EXPLORER - 2014,SHINERAY,XY 150-GY/EXPLORER,2014,R$ 4.575,00, 850009-6
SUZUKI - BANDIT 600S/ 650S - 2007,SUZUKI,BANDIT 600S/ 650S,2007,R$ 22.104,00, 825046-4
YAMAHA - YZ 85 LW 85cc - 2020,YAMAHA,YZ 85 LW 85cc,2020,R$ 43.850,00, 827112-7
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 32000,POLARIS,RZR XP 1000 EPS 4x4 (UTV),32000,R$ 105.490,00, 884008-3
YAMAHA - YBR 150 FACTOR E/FLEX - 2016,YAMAHA,YBR 150 FACTOR E/FLEX,2016,R$ 9.272,00, 827098-8
SUZUKI - BURGMAN 400 - 2002,SUZUKI,BURGMAN 400,2002,R$ 9.508,00, 825033-2
YAMAHA - XT 225 - 2002,YAMAHA,XT 225,2002,R$ 4.664,00, 827027-9
SUZUKI - BANDIT 600S/ 650S - 2005,SUZUKI,BANDIT 600S/ 650S,2005,R$ 19.369,00, 825046-4
SUZUKI - GSX-S 1000 - 2017,SUZUKI,GSX-S 1000,2017,R$ 51.900,00, 825071-5
SUZUKI - DR 650 RE - 1996,SUZUKI,DR 650 RE,1996,R$ 9.973,00, 825007-3
KAWASAKI - Z 300 - 2019,KAWASAKI,Z 300,2019,R$ 24.033,00, 817066-5
TRIUMPH - TIGER 1200 XCX - 2018,TRIUMPH,TIGER 1200 XCX,2018,R$ 73.223,00, 826065-6
YAMAHA - YZ 85 LW 85cc - 2021,YAMAHA,YZ 85 LW 85cc,2021,R$ 46.378,00, 827112-7
YAMAHA - XT 225 - 2006,YAMAHA,XT 225,2006,R$ 7.002,00, 827027-9
YAMAHA - XV 1100 VIRAGO - 1995,YAMAHA,XV 1100 VIRAGO,1995,R$ 21.082,00, 827031-7
TRIUMPH - TIGER 1200 XR - 2018,TRIUMPH,TIGER 1200 XR,2018,R$ 63.565,00, 826066-4
SUZUKI - BANDIT N-1250 - 2008,SUZUKI,BANDIT N-1250,2008,R$ 24.917,00, 825050-2
YAMAHA - YZ 85 LW 85cc - 32000,YAMAHA,YZ 85 LW 85cc,32000,R$ 52.043,00, 827112-7
KAWASAKI - Versys-X 300 TOURER - 2017,KAWASAKI,Versys-X 300 TOURER,2017,R$ 24.373,00, 817074-6
YAMAHA - XV 1100 VIRAGO - 1993,YAMAHA,XV 1100 VIRAGO,1993,R$ 20.042,00, 827031-7
SUZUKI - BANDIT 600S/ 650S - 2010,SUZUKI,BANDIT 600S/ 650S,2010,R$ 25.572,00, 825046-4
SUZUKI - BURGMAN 400 - 2000,SUZUKI,BURGMAN 400,2000,R$ 7.738,00, 825033-2
REGAL RAPTOR - SPYDER 320 - 2009,REGAL RAPTOR,SPYDER 320,2009,R$ 8.866,00, 872002-9
SUZUKI - DR 650 RE - 1997,SUZUKI,DR 650 RE,1997,R$ 10.253,00, 825007-3
SUZUKI - BURGMAN 400 - 2005,SUZUKI,BURGMAN 400,2005,R$ 12.724,00, 825033-2
WUYANG - WY 48Q-2 PHOENIX S 50 - 2018,WUYANG,WY 48Q-2 PHOENIX S 50,2018,R$ 3.379,00, 851009-1
TRAXX - JH 150 FLY - 2017,TRAXX,JH 150 FLY,2017,R$ 6.145,00, 814020-0
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2021,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2021,R$ 98.721,00, 884008-3
SUZUKI - BANDIT 600S/ 650S - 2006,SUZUKI,BANDIT 600S/ 650S,2006,R$ 21.497,00, 825046-4
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2019,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2019,R$ 77.338,00, 884008-3
SUZUKI - BANDIT 600S/ 650S - 2015,SUZUKI,BANDIT 600S/ 650S,2015,R$ 35.277,00, 825046-4
SUZUKI - BURGMAN 400 - 2012,SUZUKI,BURGMAN 400,2012,R$ 20.564,00, 825033-2
SUZUKI - BANDIT N-1250 - 2014,SUZUKI,BANDIT N-1250,2014,R$ 35.715,00, 825050-2
KAWASAKI - Versys-X 300 TOURER - 2020,KAWASAKI,Versys-X 300 TOURER,2020,R$ 32.138,00, 817074-6
KAWASAKI - Z 650 SE ABS - 2022,KAWASAKI,Z 650 SE ABS,2022,R$ 43.712,00, 817082-7
SUZUKI - BANDIT N-1250 - 2012,SUZUKI,BANDIT N-1250,2012,R$ 32.212,00, 825050-2
SUZUKI - DR 650 RE - 1995,SUZUKI,DR 650 RE,1995,R$ 9.701,00, 825007-3
TRIUMPH - TIGER 1200 XCX - 2019,TRIUMPH,TIGER 1200 XCX,2019,R$ 75.289,00, 826065-6
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2015,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2015,R$ 49.439,00, 884008-3
YAMAHA - XT 225 - 1998,YAMAHA,XT 225,1998,R$ 3.452,00, 827027-9
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2016,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2016,R$ 55.983,00, 884008-3
KAWASAKI - Z 300 - 2018,KAWASAKI,Z 300,2018,R$ 22.622,00, 817066-5
SUZUKI - BOULEVARD M800R - 2013,SUZUKI,BOULEVARD M800R,2013,R$ 36.716,00, 825058-8
YAMAHA - CRYPTON 100 - 2005,YAMAHA,CRYPTON 100,2005,R$ 3.282,00, 827004-0
SUZUKI - BURGMAN 400 - 2014,SUZUKI,BURGMAN 400,2014,R$ 22.865,00, 825033-2
YAMAHA - XT 660Z TÉNÉRÉ - 2015,YAMAHA,XT 660Z TÉNÉRÉ,2015,R$ 37.260,00, 827083-0
KAWASAKI - Versys-X 300 TOURER - 2021,KAWASAKI,Versys-X 300 TOURER,2021,R$ 35.629,00, 817074-6
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2020,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2020,R$ 91.465,00, 884008-3
WUYANG - WY 48Q-2 PHOENIX S 50 - 2017,WUYANG,WY 48Q-2 PHOENIX S 50,2017,R$ 3.083,00, 851009-1
SUZUKI - DR 650 RE - 2001,SUZUKI,DR 650 RE,2001,R$ 11.453,00, 825007-3
SUZUKI - BANDIT 600S/ 650S - 2011,SUZUKI,BANDIT 600S/ 650S,2011,R$ 27.090,00, 825046-4
SUZUKI - BURGMAN 400 - 2015,SUZUKI,BURGMAN 400,2015,R$ 27.775,00, 825033-2
SUZUKI - DR 650 RE - 1998,SUZUKI,DR 650 RE,1998,R$ 10.541,00, 825007-3
MVK - SPORT 150 QUADRICICLO - 2007,MVK,SPORT 150 QUADRICICLO,2007,R$ 3.155,00, 845018-8
KAWASAKI - Versys-X 300 TOURER - 2018,KAWASAKI,Versys-X 300 TOURER,2018,R$ 27.769,00, 817074-6
YAMAHA - XT 225 - 2004,YAMAHA,XT 225,2004,R$ 5.451,00, 827027-9
SUZUKI - BANDIT N-1250 - 2015,SUZUKI,BANDIT N-1250,2015,R$ 42.733,00, 825050-2
SUZUKI - DR 650 RE - 2000,SUZUKI,DR 650 RE,2000,R$ 11.141,00, 825007-3
YAMAHA - CRYPTON 100 - 1999,YAMAHA,CRYPTON 100,1999,R$ 1.860,00, 827004-0
KAWASAKI - Z 650 SE ABS - 32000,KAWASAKI,Z 650 SE ABS,32000,R$ 45.517,00, 817082-7
SUZUKI - BANDIT N-1250 - 2009,SUZUKI,BANDIT N-1250,2009,R$ 25.649,00, 825050-2
SUZUKI - BURGMAN 400 - 2016,SUZUKI,BURGMAN 400,2016,R$ 29.030,00, 825033-2
YAMAHA - CRYPTON 100 - 2004,YAMAHA,CRYPTON 100,2004,R$ 3.161,00, 827004-0
SUZUKI - BANDIT N-1250 - 2010,SUZUKI,BANDIT N-1250,2010,R$ 27.318,00, 825050-2
SUZUKI - BANDIT N-1250 - 2011,SUZUKI,BANDIT N-1250,2011,R$ 28.089,00, 825050-2
YAMAHA - CRYPTON 100 - 2001,YAMAHA,CRYPTON 100,2001,R$ 2.204,00, 827004-0
TRAXX - JH 150 FLY - 2016,TRAXX,JH 150 FLY,2016,R$ 5.187,00, 814020-0
YAMAHA - NEO AUTOMATIC 115cc - 2009,YAMAHA,NEO AUTOMATIC 115cc,2009,R$ 4.979,00, 827061-9
MVK - SPYDER 270 / 320 - 2009,MVK,SPYDER 270 / 320,2009,R$ 10.065,00, 845015-3
KAWASAKI - Z 300 - 2016,KAWASAKI,Z 300,2016,R$ 19.686,00, 817066-5
MVK - SPYDER 270 / 320 - 2008,MVK,SPYDER 270 / 320,2008,R$ 8.356,00, 845015-3
PEUGEOT - ZENITH 50 - 1998,PEUGEOT,ZENITH 50,1998,R$ 1.442,00, 821011-0
SUZUKI - BURGMAN 400 - 2009,SUZUKI,BURGMAN 400,2009,R$ 15.302,00, 825033-2
KAWASAKI - NINJA ZX-10R SE 1000cc - 2020,KAWASAKI,NINJA ZX-10R SE 1000cc,2020,R$ 97.794,00, 817078-9
SUZUKI - BURGMAN 400 - 2007,SUZUKI,BURGMAN 400,2007,R$ 13.605,00, 825033-2
TRIUMPH - TIGER 1200 XCX - 2020,TRIUMPH,TIGER 1200 XCX,2020,R$ 79.036,00, 826065-6
SUZUKI - GS 120 - 2014,SUZUKI,GS 120,2014,R$ 5.243,00, 825064-2
KAWASAKI - Z 300 - 2015,KAWASAKI,Z 300,2015,R$ 16.632,00, 817066-5
YAMAHA - CRYPTON 100 - 2000,YAMAHA,CRYPTON 100,2000,R$ 2.142,00, 827004-0
KAWASAKI - VULCAN EN 500cc - 1996,KAWASAKI,VULCAN EN 500cc,1996,R$ 10.108,00, 817018-5
SUZUKI - BOULEVARD M800R - 2014,SUZUKI,BOULEVARD M800R,2014,R$ 37.753,00, 825058-8
YAMAHA - NEO AUTOMATIC 115cc - 2012,YAMAHA,NEO AUTOMATIC 115cc,2012,R$ 6.249,00, 827061-9
YAMAHA - CRYPTON 100 - 1998,YAMAHA,CRYPTON 100,1998,R$ 1.640,00, 827004-0
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2018,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2018,R$ 66.278,00, 884008-3
POLARIS - RZR XP 1000 EPS 4x4 (UTV) - 2017,POLARIS,RZR XP 1000 EPS 4x4 (UTV),2017,R$ 61.145,00, 884008-3
KAWASAKI - VULCAN EN 500cc - 1995,KAWASAKI,VULCAN EN 500cc,1995,R$ 8.499,00, 817018-5
KAWASAKI - VULCAN EN 500cc - 1993,KAWASAKI,VULCAN EN 500cc,1993,R$ 6.789,00, 817018-5
YAMAHA - XTZ 150 CROSSER Z FLEX - 32000,YAMAHA,XTZ 150 CROSSER Z FLEX,32000,R$ 18.584,00, 827109-7
